"Identification code",Name,"Members FTE","Lobbying cost","Interest represented","Head office","EU office","EP passes on 2025-03-07","all EP passes",Meetings,"Lobbyfacts URL"
089265848424-28,"HRVATSKA DISKOGRAFSKA UDRUGA - HDU IFPI CROATIA",0.5,25000,"Promotes their own interests or the collective interests of their members",CROATIA,CROATIA,4,13,,https://www.lobbyfacts.eu/datacard/hrvatska-diskografska-udruga---hdu-ifpi-croatia?rid=089265848424-28
089588448329-95,"PRVO PLINARSKO DRUŠTVO d.o.o. za uvoz, opskrbu i trgovinu plinom",0.25,25000,"Promotes their own interests or the collective interests of their members",CROATIA,CROATIA,,,,https://www.lobbyfacts.eu/datacard/prvo-plinarsko-društvo-doo-za-uvoz-opskrbu-i-trgovinu-plinom?rid=089588448329-95
090204232701-68,"Biodynamic Federation Demeter International e.V.",0.75,25000,"Promotes their own interests or the collective interests of their members",GERMANY,BELGIUM,1,3,,https://www.lobbyfacts.eu/datacard/biodynamic-federation-demeter-international-ev?rid=090204232701-68
090276247302-31,"Sunfire GmbH",0.5,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,3,https://www.lobbyfacts.eu/datacard/sunfire-gmbh?rid=090276247302-31
091525114461-22,"Vereinigung zur Mitwirkung an der Entwicklung des Bilanzrechts für Familiengesellschaften e.V.",0.1,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/vereinigung-zur-mitwirkung-an-der-entwicklung-des-bilanzrechts-für-familiengesellschaften-ev?rid=091525114461-22
091962135988-82,"ICC BELGIQUE",0.25,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,BELGIUM,,2,4,https://www.lobbyfacts.eu/datacard/icc-belgique?rid=091962135988-82
092927343009-48,"European Union of Associations of Translation Companies AISBL",0.8,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/european-union-of-associations-of-translation-companies-aisbl?rid=092927343009-48
094039644810-79,"European Lung Foundation",0.5,25000,"Promotes their own interests or the collective interests of their members","UNITED KINGDOM",BELGIUM,1,1,1,https://www.lobbyfacts.eu/datacard/european-lung-foundation?rid=094039644810-79
094163553045-95,Electra,0.85,25000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/electra?rid=094163553045-95
094579310230-47,"European Asphalt Pavement Association",0.35,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,BELGIUM,1,8,,https://www.lobbyfacts.eu/datacard/european-asphalt-pavement-association?rid=094579310230-47
094642391782-39,Metzineres,0.5,25000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/metzineres?rid=094642391782-39
095679453319-29,"Fractal Shipping SA",0.1,25000,"Promotes their own interests or the collective interests of their members",SWITZERLAND,SWITZERLAND,,,,https://www.lobbyfacts.eu/datacard/fractal-shipping-sa?rid=095679453319-29
096207214802-94,"HANDELS-, INDUSTRIE-, HANDWERKS-, TOURISMUS- UND LANDWIRTSCHAFTSKAMMER BOZEN",0.5,25000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,5,,https://www.lobbyfacts.eu/datacard/handels--industrie--handwerks--tourismus--und-landwirtschaftskammer-bozen?rid=096207214802-94
096637338526-53,"Polyolefin Circular Economy Platform",0.75,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,BELGIUM,,4,1,https://www.lobbyfacts.eu/datacard/polyolefin-circular-economy-platform?rid=096637338526-53
098793947944-83,"INHOPE - International Association of Internet Hotlines",0.1,25000,"Promotes their own interests or the collective interests of their members",NETHERLANDS,NETHERLANDS,,1,,https://www.lobbyfacts.eu/datacard/inhope---international-association-of-internet-hotlines?rid=098793947944-83
100244333713-68,"Österreichische Vereinigung für das Gas und Wasserfach",1,25000,"Promotes their own interests or the collective interests of their members",AUSTRIA,AUSTRIA,,,,https://www.lobbyfacts.eu/datacard/österreichische-vereinigung-für-das-gas-und-wasserfach?rid=100244333713-68
10065894023-79,"Deutscher Bundesjugendring",2,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,15,3,https://www.lobbyfacts.eu/datacard/deutscher-bundesjugendring?rid=10065894023-79
10102758435-95,"VLAHOVIC GROUP LLC",0.3,25000,"Advances interests of their clients",CROATIA,CROATIA,,39,1,https://www.lobbyfacts.eu/datacard/vlahovic-group-llc?rid=10102758435-95
101247832736-33,"MAN Energy Solutions SE",0.2,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,2,https://www.lobbyfacts.eu/datacard/man-energy-solutions-se?rid=101247832736-33
101858140008-82,"Bundesverband der obst-, gemüse- und kartoffelverarbeitenden Industrie e.V.",0.25,25000,"Promotes their own interests or the collective interests of their members",GERMANY,BELGIUM,,2,,https://www.lobbyfacts.eu/datacard/bundesverband-der-obst--gemüse--und-kartoffelverarbeitenden-industrie-ev?rid=101858140008-82
101869737880-14,"Stiftung KlimaWirtschaft",0.6,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,8,https://www.lobbyfacts.eu/datacard/stiftung-klimawirtschaft?rid=101869737880-14
103690251035-34,"Blockchain Bundesverband",0.5,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/blockchain-bundesverband?rid=103690251035-34
104005995897-91,"GreenDelta GmbH",0.75,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/greendelta-gmbh?rid=104005995897-91
105987948473-82,"Branchevereniging Cadeaukaarten Nederland",0.75,25000,"Promotes their own interests or the collective interests of their members",NETHERLANDS,NETHERLANDS,,,1,https://www.lobbyfacts.eu/datacard/branchevereniging-cadeaukaarten-nederland?rid=105987948473-82
107318091710-28,"Arthur D. Little",0.1,25000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/arthur-d-little?rid=107318091710-28
108238691525-42,"Elpen Pharmaceutical Co. Inc.",1,25000,"Promotes their own interests or the collective interests of their members",GREECE,GREECE,,,,https://www.lobbyfacts.eu/datacard/elpen-pharmaceutical-co-inc?rid=108238691525-42
108720017067-67,"Raiffeisen Kapitalanlage-Gesellschaft m.b.H.",0.5,25000,"Promotes their own interests or the collective interests of their members",AUSTRIA,AUSTRIA,,,,https://www.lobbyfacts.eu/datacard/raiffeisen-kapitalanlage-gesellschaft-mbh?rid=108720017067-67
109133212760-93,"ARCA CONSORTIUM",2,25000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,3,30,,https://www.lobbyfacts.eu/datacard/arca-consortium?rid=109133212760-93
109777918147-53,"European and Mediterranean Horseracing Federation",1,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,"UNITED KINGDOM",,,5,https://www.lobbyfacts.eu/datacard/european-and-mediterranean-horseracing-federation?rid=109777918147-53
109787148342-60,"Asociación de Empresas de Detergentes y de Productos de Limpieza, Mantenimiento y Afines",0.3,25000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/asociación-de-empresas-de-detergentes-y-de-productos-de-limpieza-mantenimiento-y-afines?rid=109787148342-60
109863748605-97,"Fronius International GmbH",0.1,25000,"Promotes their own interests or the collective interests of their members",AUSTRIA,AUSTRIA,,,1,https://www.lobbyfacts.eu/datacard/fronius-international-gmbh?rid=109863748605-97
110784191559-44,"Kontor 46",0.5,25000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/kontor-46?rid=110784191559-44
11119336625-36,"Association of Learned and Professional Society Publishers",0.25,25000,"Promotes their own interests or the collective interests of their members","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/association-of-learned-and-professional-society-publishers?rid=11119336625-36
111760992091-01,"Derivatives Service Bureau",0.35,25000,"Promotes their own interests or the collective interests of their members","UNITED KINGDOM","UNITED KINGDOM",,,1,https://www.lobbyfacts.eu/datacard/derivatives-service-bureau?rid=111760992091-01
112006128054-87,"European Society of Oncology Pharmacy",0.25,25000,"Promotes their own interests or the collective interests of their members",LUXEMBOURG,"CZECH REPUBLIC",,,2,https://www.lobbyfacts.eu/datacard/european-society-of-oncology-pharmacy?rid=112006128054-87
112051847836-65,"Nyrstar Netherlands (Holdings) B.V.",1,25000,"Promotes their own interests or the collective interests of their members",NETHERLANDS,NETHERLANDS,,3,1,https://www.lobbyfacts.eu/datacard/nyrstar-netherlands-holdings-bv?rid=112051847836-65
113228038213-11,"ITMedia Consulting srl",0.75,25000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/itmedia-consulting-srl?rid=113228038213-11
115631728425-16,"Asociación Española para el Tratamiento Medioambiental de los Vehículos Fuera de Uso",0.5,25000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/asociación-española-para-el-tratamiento-medioambiental-de-los-vehículos-fuera-de-uso?rid=115631728425-16
11667896576-60,"International Sweeteners Association",0.6,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,BELGIUM,,5,1,https://www.lobbyfacts.eu/datacard/international-sweeteners-association?rid=11667896576-60
116792350497-16,"Panhellenic Confederation of Unions of Social Economy",0.5,25000,"Promotes their own interests or the collective interests of their members",GREECE,GREECE,,,,https://www.lobbyfacts.eu/datacard/panhellenic-confederation-of-unions-of-social-economy?rid=116792350497-16
117855546461-39,"European Carbon Farmers Sp. z o.o.",0.75,25000,"Promotes their own interests or the collective interests of their members",POLAND,POLAND,,,2,https://www.lobbyfacts.eu/datacard/european-carbon-farmers-sp-z-oo?rid=117855546461-39
118500617129-29,"H. Lundbeck A/S",0.25,25000,"Promotes their own interests or the collective interests of their members",DENMARK,DENMARK,,,2,https://www.lobbyfacts.eu/datacard/h-lundbeck-a-s?rid=118500617129-29
119324940698-95,"European Association for Business and Commerce",1,25000,"Promotes their own interests or the collective interests of their members",THAILAND,THAILAND,,,1,https://www.lobbyfacts.eu/datacard/european-association-for-business-and-commerce?rid=119324940698-95
120642225950-77,"Państwowe Gospodarstwo Leśne Lasy Państwowe",1,25000,"Promotes their own interests or the collective interests of their members",POLAND,POLAND,,,,https://www.lobbyfacts.eu/datacard/państwowe-gospodarstwo-leśne-lasy-państwowe?rid=120642225950-77
121058693493-56,"Barbecue Industry Association Grill e.V.",2.25,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/barbecue-industry-association-grill-ev?rid=121058693493-56
122186752144-28,"Associazione Eurota ETS",0.1,25000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/associazione-eurota-ets?rid=122186752144-28
123029215230-76,"UNION DES MAISONS ET MARQUES DE VIN",0.5,25000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,8,,https://www.lobbyfacts.eu/datacard/union-des-maisons-et-marques-de-vin?rid=123029215230-76
123039646650-05,"PNG Europe Business council INC",1.35,25000,"Promotes their own interests or the collective interests of their members","PAPUA NEW GUINEA","PAPUA NEW GUINEA",,,,https://www.lobbyfacts.eu/datacard/png-europe-business-council-inc?rid=123039646650-05
123579733462-08,"Single Window Initiative Estonia",0.6,25000,"Promotes their own interests or the collective interests of their members",ESTONIA,ESTONIA,,,,https://www.lobbyfacts.eu/datacard/single-window-initiative-estonia?rid=123579733462-08
124135527355-29,"J.CORTES CIGARS N.V.",0.5,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/jcortes-cigars-nv?rid=124135527355-29
125110346079-89,Deltalinqs,0.3,25000,"Promotes their own interests or the collective interests of their members",NETHERLANDS,NETHERLANDS,,,,https://www.lobbyfacts.eu/datacard/deltalinqs?rid=125110346079-89
125312451113-68,"ROYAL AIR MAROC",0.2,25000,"Promotes their own interests or the collective interests of their members",MOROCCO,MOROCCO,,,,https://www.lobbyfacts.eu/datacard/royal-air-maroc?rid=125312451113-68
125489250058-63,"Automotive Skills Alliance ASBL",1.75,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,BELGIUM,,,1,https://www.lobbyfacts.eu/datacard/automotive-skills-alliance-asbl?rid=125489250058-63
128247432843-53,"Fachvereinigung Edelmetalle e.V.",1,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/fachvereinigung-edelmetalle-ev?rid=128247432843-53
128386535741-26,"Assilea - associazione italiana leasing",0.4,25000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,8,1,https://www.lobbyfacts.eu/datacard/assilea---associazione-italiana-leasing?rid=128386535741-26
12847789685-76,GasNaturally,0.5,25000,"Promotes their own interests or the collective interests of their members",BELGIUM,BELGIUM,,,9,https://www.lobbyfacts.eu/datacard/gasnaturally?rid=12847789685-76
128592349540-34,"European Association of Steel Drum Manufacturers",0.2,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/european-association-of-steel-drum-manufacturers?rid=128592349540-34
129567748171-77,"Hamburger Hafen und Logistik Aktiengesellschaft",0.3,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,2,3,4,https://www.lobbyfacts.eu/datacard/hamburger-hafen-und-logistik-aktiengesellschaft?rid=129567748171-77
130393552005-51,"Enmacc GmbH",0.3,25000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/enmacc-gmbh?rid=130393552005-51
